Name,Code,Type,Extent,Data Source,Remarks,Revision Date
Pulkovo 1942 / 3-degree Gauss-Kruger CM 171E,2633,projected,Russia - 169.5°E to 172.5°E on…,EPSG,Truncated form of Pulkovo 1942…,"July 22, 2006"
Pulkovo 1942 / 3-degree Gauss-Kruger CM 174E,2634,projected,Russia - 172.5°E to 175.5°E on…,EPSG,Truncated form of Pulkovo 1942…,"June 22, 2002"
Pulkovo 1942 / 3-degree Gauss-Kruger CM 177E,2635,projected,Russia - 175.5°E to 178.5°E on…,EPSG,Truncated form of Pulkovo 1942…,"July 22, 2006"
Pulkovo 1942 / 3-degree Gauss-Kruger CM 180E,2636,projected,Russia - 178.5°E to 178.5°W on…,EPSG,Truncated form of Pulkovo 1942…,"June 2, 2006"
Pulkovo 1942 / 3-degree Gauss-Kruger CM 177W,2637,projected,Russia - 178.5°W to 175.5°W on…,EPSG,Truncated form of Pulkovo 1942…,"July 22, 2006"
Pulkovo 1942 / 3-degree Gauss-Kruger CM 174W,2638,projected,Russia - 175.5°W to 172.5°W on…,EPSG,Truncated form of Pulkovo 1942…,"June 22, 2002"
Pulkovo 1942 / 3-degree Gauss-Kruger CM 171W,2639,projected,Russia - 172.5°W to 169.5°W on…,EPSG,Truncated form of Pulkovo 1942…,"July 22, 2006"
Pulkovo 1942 / 3-degree Gauss-Kruger CM 168W,2640,projected,Russia - east of 169.5°W onsho…,EPSG,Truncated form of Pulkovo 1942…,"June 22, 2002"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 7,2641,projected,Russia - 19.5°E to 22.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 8,2642,projected,Russia - 22.5°E to 25.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 9,2643,projected,Russia - 25.5°E to 28.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 10,2644,projected,Russia - 28.5°E to 31.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 11,2645,projected,Russia - 31.5°E to 34.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 12,2646,projected,Russia - 34.5°E to 37.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 13,2647,projected,Russia - 37.5°E to 40.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 14,2648,projected,Russia - 40.5°E to 43.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 15,2649,projected,Russia - 43.5°E to 46.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 16,2650,projected,Russia - 46.5°E to 49.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 17,2651,projected,Russia - 49.5°E to 52.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 18,2652,projected,Russia - 52.5°E to 55.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 19,2653,projected,Russia - 55.5°E to 58.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 20,2654,projected,Russia - 58.5°E to 61.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 21,2655,projected,Russia - 61.5°E to 64.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 22,2656,projected,Russia - 64.5°E to 67.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 23,2657,projected,Russia - 67.5°E to 70.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 24,2658,projected,Russia - 70.5°E to 73.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 25,2659,projected,Russia - 73.5°E to 76.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 26,2660,projected,Russia - 76.5°E to 79.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 27,2661,projected,Russia - 79.5°E to 82.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 28,2662,projected,Russia - 82.5°E to 85.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 29,2663,projected,Russia - 85.5°E to 88.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 30,2664,projected,Russia - 88.5°E to 91.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 31,2665,projected,Russia - 91.5°E to 94.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 32,2666,projected,Russia - 94.5°E to 97.5°E onsh…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 33,2667,projected,Russia - 97.5°E to 100.5°E ons…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 34,2668,projected,Russia - 100.5°E to 103.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 35,2669,projected,Russia - 103.5°E to 106.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 36,2670,projected,Russia - 106.5°E to 109.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 37,2671,projected,Russia - 109.5°E to 112.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 38,2672,projected,Russia - 112.5°E to 115.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 39,2673,projected,Russia - 115.5°E to 118.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 40,2674,projected,Russia - 118.5°E to 121.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 41,2675,projected,Russia - 121.5°E to 124.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 42,2676,projected,Russia - 124.5°E to 127.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 43,2677,projected,Russia - 127.5°E to 130.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 44,2678,projected,Russia - 130.5°E to 133.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 45,2679,projected,Russia - 133.5°E to 136.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 46,2680,projected,Russia - 136.5°E to 139.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 47,2681,projected,Russia - 139.5°E to 142.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 48,2682,projected,Russia - 142.5°E to 145.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 49,2683,projected,Russia - 145.5°E to 148.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 50,2684,projected,Russia - 148.5°E to 151.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 51,2685,projected,Russia - 151.5°E to 154.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 52,2686,projected,Russia - 154.5°E to 157.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 53,2687,projected,Russia - 157.5°E to 160.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 54,2688,projected,Russia - 160.5°E to 163.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 55,2689,projected,Russia - 163.5°E to 166.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 56,2690,projected,Russia - 166.5°E to 169.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 57,2691,projected,Russia - 169.5°E to 172.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 58,2692,projected,Russia - 172.5°E to 175.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 59,2693,projected,Russia - 175.5°E to 178.5°E on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 61,2695,projected,Russia - 178.5°W to 175.5°W on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 62,2696,projected,Russia - 175.5°W to 172.5°W on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 63,2697,projected,Russia - 172.5°W to 169.5°W on…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger zone 64,2698,projected,Russia - east of 169.5°W onsho…,EPSG,Also found with truncated fals…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 21E,2699,projected,Russia - 19.5°E to 22.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 24E,2700,projected,Russia - 22.5°E to 25.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 14, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 27E,2701,projected,Russia - 25.5°E to 28.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 30E,2702,projected,Russia - 28.5°E to 31.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 14, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 33E,2703,projected,Russia - 31.5°E to 34.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 36E,2704,projected,Russia - 34.5°E to 37.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 14, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 39E,2705,projected,Russia - 37.5°E to 40.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 42E,2706,projected,Russia - 40.5°E to 43.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 14, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 45E,2707,projected,Russia - 43.5°E to 46.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 48E,2708,projected,Russia - 46.5°E to 49.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 14, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 51E,2709,projected,Russia - 49.5°E to 52.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 54E,2710,projected,Russia - 52.5°E to 55.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 14, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 57E,2711,projected,Russia - 55.5°E to 58.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 60E,2712,projected,Russia - 58.5°E to 61.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 14, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 63E,2713,projected,Russia - 61.5°E to 64.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 66E,2714,projected,Russia - 64.5°E to 67.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 14, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 69E,2715,projected,Russia - 67.5°E to 70.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 72E,2716,projected,Russia - 70.5°E to 73.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 14, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 75E,2717,projected,Russia - 73.5°E to 76.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 78E,2718,projected,Russia - 76.5°E to 79.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 14, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 81E,2719,projected,Russia - 79.5°E to 82.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 84E,2720,projected,Russia - 82.5°E to 85.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 14, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 87E,2721,projected,Russia - 85.5°E to 88.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 90E,2722,projected,Russia - 88.5°E to 91.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 93E,2723,projected,Russia - 91.5°E to 94.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 96E,2724,projected,Russia - 94.5°E to 97.5°E onsh…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 99E,2725,projected,Russia - 97.5°E to 100.5°E ons…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 102E,2726,projected,Russia - 100.5°E to 103.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 105E,2727,projected,Russia - 103.5°E to 106.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 108E,2728,projected,Russia - 106.5°E to 109.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 111E,2729,projected,Russia - 109.5°E to 112.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 114E,2730,projected,Russia - 112.5°E to 115.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 117E,2731,projected,Russia - 115.5°E to 118.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 120E,2732,projected,Russia - 118.5°E to 121.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 123E,2733,projected,Russia - 121.5°E to 124.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 126E,2734,projected,Russia - 124.5°E to 127.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 129E,2735,projected,Russia - 127.5°E to 130.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Tete / UTM zone 36S,2736,projected,Mozambique - onshore west of 3…,EPSG,,"April 16, 1998"
Tete / UTM zone 37S,2737,projected,Mozambique - onshore east of 3…,EPSG,,"April 16, 1998"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 132E,2738,projected,Russia - 130.5°E to 133.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 135E,2739,projected,Russia - 133.5°E to 136.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 138E,2740,projected,Russia - 136.5°E to 139.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 141E,2741,projected,Russia - 139.5°E to 142.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 144E,2742,projected,Russia - 142.5°E to 145.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 147E,2743,projected,Russia - 145.5°E to 148.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 150E,2744,projected,Russia - 148.5°E to 151.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 153E,2745,projected,Russia - 151.5°E to 154.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 156E,2746,projected,Russia - 154.5°E to 157.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 159E,2747,projected,Russia - 157.5°E to 160.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 162E,2748,projected,Russia - 160.5°E to 163.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 165E,2749,projected,Russia - 163.5°E to 166.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 168E,2750,projected,Russia - 166.5°E to 169.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 171E,2751,projected,Russia - 169.5°E to 172.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 174E,2752,projected,Russia - 172.5°E to 175.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 177E,2753,projected,Russia - 175.5°E to 178.5°E on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 180E,2754,projected,Russia - 178.5°E to 178.5°W on…,EPSG,Truncated form of Pulkovo 1995…,"June 2, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 177W,2755,projected,Russia - 178.5°W to 175.5°W on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 174W,2756,projected,Russia - 175.5°W to 172.5°W on…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 171W,2757,projected,Russia - 172.5°W to 169.5°W on…,EPSG,Truncated form of Pulkovo 1995…,"July 22, 2006"
Pulkovo 1995 / 3-degree Gauss-Kruger CM 168W,2758,projected,Russia - east of 169.5°W onsho…,EPSG,Truncated form of Pulkovo 1995…,"September 19, 2003"
NAD83(HARN) / Alabama East,2759,projected,USA - Alabama - SPCS - E,EPSG,Replaces NAD83 / SPCS for appl…,"April 20, 2007"
NAD83(HARN) / Alabama West,2760,projected,USA - Alabama - SPCS - W,EPSG,Replaces NAD83 / SPCS for appl…,"April 20, 2007"
NAD83(HARN) / Arizona East,2761,projected,USA - Arizona - SPCS - E,EPSG,State law defines system in In…,"April 20, 2007"
NAD83(HARN) / Arizona Central,2762,projected,USA - Arizona - SPCS - C,EPSG,State law defines system in In…,"April 20, 2007"
NAD83(HARN) / Arizona West,2763,projected,USA - Arizona - SPCS - W,EPSG,State law defines system in In…,"April 20, 2007"
NAD83(HARN) / Arkansas North,2764,projected,USA - Arkansas - SPCS - N,EPSG,State law defines system in US…,"April 20, 2007"
NAD83(HARN) / Arkansas South,2765,projected,USA - Arkansas - SPCS - S,EPSG,State law defines system in US…,"April 20, 2007"
NAD83(HARN) / California zone 1,2766,projected,USA - California - SPCS - 1,EPSG,State law defines system in US…,"April 20, 2007"
NAD83(HARN) / California zone 2,2767,projected,USA - California - SPCS - 2,EPSG,State law defines system in US…,"April 20, 2007"
NAD83(HARN) / California zone 3,2768,projected,USA - California - SPCS - 3,EPSG,State law defines system in US…,"April 20, 2007"
NAD83(HARN) / California zone 4,2769,projected,USA - California - SPCS - 4,EPSG,State law defines system in US…,"April 20, 2007"
NAD83(HARN) / California zone 5,2770,projected,USA - California - SPCS83 - 5,EPSG,State law defines system in US…,"April 20, 2007"
NAD83(HARN) / California zone 6,2771,projected,USA - California - SPCS - 6,EPSG,State law defines system in US…,"April 20, 2007"
NAD83(HARN) / Colorado North,2772,projected,USA - Colorado - SPCS - N,EPSG,State law defines system in US…,"April 20, 2007"
NAD83(HARN) / Colorado Central,2773,projected,USA - Colorado - SPCS - C,EPSG,State law defines system in US…,"April 20, 2007"
